Id,SalePrice
1461,111150.73934113182
1462,158022.8809571092
1463,173189.40976618696
1464,186211.79316951896
1465,161002.9820823992
1466,150367.18939102476
1467,155404.49493505602
1468,156397.70434009164
1469,164501.32306354647
1470,122491.3183030832
1471,183399.264593823
1472,105400.35859293613
1473,102246.72898822284
1474,148021.42103532894
1475,102246.112590653
1476,336311.86226129474
1477,227412.63383546504
1478,268179.7111610951
1479,246290.35536831207
1480,434291.2711633375
1481,297222.1446451541
1482,191713.8868146456
1483,169454.38141958858
1484,158222.30341958746
1485,187870.73121775774
1486,179101.49242356664
1487,277658.33635603706
1488,219931.75297891244
1489,177316.66957719522
1490,201992.92408908947
1491,184647.93837246412
1492,97177.55700918302
1493,173627.7675444355
1494,258731.69484382134
1495,252497.88941460126
1496,212405.76735516352
1497,157486.12484991588
1498,146994.30001497644
1499,150975.4467024118
1500,155601.86124093973
1501,166332.16494211883
1502,146396.57114605428
1503,243266.6662020202
1504,222872.58406870754
1505,215920.70505385753
1506,183056.34300505518
1507,243254.59782968694
1508,206534.77777064766
1509,141276.5075594777
1510,153366.49324590593
1511,150157.64159232602
1512,161187.9207936514
1513,151088.8964343328
1514,203772.01605476445
1515,184992.00031318542
1516,148227.39439066243
1517,160176.68300639294
1518,152983.4118968945
1519,223960.9973579948
1520,140530.87254264328
1521,133251.29315633205
1522,164718.3128591236
1523,98453.55712623415
1524,108308.35780516418
1525,102889.22677643721
1526,120900.3267246723
1527,106632.20738897589
1528,106089.96868922655
1529,121874.21297991085
1530,168646.7106986833
1531,127011.23586985459
1532,97349.7153215392
1533,134145.86386991653
1534,93577.88140590864
1535,133429.73786134506
1536,91115.4730597594
1537,102194.93877647072
1538,120835.81715782429
1539,154535.0504220661
1540,157725.39876145826
1541,124806.34575721831
1542,106692.25101972338
1543,135685.61877852812
1544,77496.34912495421
1545,94181.2847500493
1546,123273.17986002352
1547,120318.4895958431
1548,99579.43716512757
1549,96033.5966253952
1550,128558.7487164655
1551,110219.53721786158
1552,110335.42995089431
1553,112690.6225477938
1554,95264.24903140735
1555,166761.3157104585
1556,103434.35435660084
1557,127261.17239253676
1558,98644.65554415461
1559,103324.2165257481
1560,152675.5950943423
1561,176584.90089223662
1562,128904.1030120163
1563,116026.95908392125
1564,161014.77349533036
1565,143814.45367658502
1566,210759.33114677382
1567,97671.6066528315
1568,231852.59326229038
1569,166782.23464730682
1570,137777.3836390798
1571,103744.15440282098
1572,132185.24660579642
1573,219021.07080603437
1574,133177.49367161398
1575,215928.59595756658
1576,242745.70401513556
1577,168145.182639642
1578,124293.41854638273
1579,137711.07177596414
1580,179049.81295566857
1581,128243.82975635487
1582,116368.36911005383
1583,324878.7504417015
1584,206473.15846606594
1585,146107.4542299707
1586,91517.06258342374
1587,92498.43089130068
1588,124189.17196335075
1589,103149.2587418065
1590,130241.5233209037
1591,91556.20003752208
1592,118814.72347309483
1593,109931.47777466459
1594,145249.8226458645
1595,128184.49943279562
1596,175638.9499611488
1597,198527.01776737632
1598,180453.14825971393
1599,154938.69341685864
1600,152333.66647302327
1601,82374.41122645783
1602,111294.34539012473
1603,79261.61135438728
1604,237247.9791324925
1605,238983.46380856205
1606,159998.68663392664
1607,233852.06959189766
1608,210394.6935679625
1609,176030.0743842688
1610,143405.15669573733
1611,151421.4205768831
1612,171887.09211060032
1613,170796.96211470047
1614,131342.88019694356
1615,90916.03119941542
1616,94746.47883538366
1617,95031.34666332667
1618,102697.49517498506
1619,129785.358271381
1620,247534.52591172283
1621,129655.93640841627
1622,134386.46590489024
1623,239814.06354332357
1624,239577.62586228465
1625,112023.14357550544
1626,189322.09035693327
1627,181086.07446436695
1628,240261.83723466645
1629,166382.50407071368
1630,279534.9971238594
1631,169815.49118694325
1632,209925.41826314555
1633,163510.19469125586
1634,180524.36612278048
1635,168373.23627285464
1636,145808.63865643443
1637,182484.8622639484
1638,187236.4816472813
1639,173921.95873336834
1640,195187.906802038
1641,170121.0702814949
1642,197719.94739402214
1643,186524.32915344133
1644,190364.10095084217
1645,187835.44126943414
1646,165295.06296715938
1647,149325.76618348557
1648,128357.42611909819
1649,125797.05222724214
1650,125330.84676222486
1651,111699.72752433637
1652,109895.57252677917
1653,103363.78709757935
1654,146369.53271097154
1655,139707.51743659365
1656,149088.11023402144
1657,150520.7288770473
1658,153159.84068938234
1659,116619.97853883052
1660,165412.75245033455
1661,449044.5440590449
1662,354573.37895045074
1663,353960.721786534
1664,480232.15626592416
1665,267872.3945635129
1666,356927.33326296764
1667,378168.2446432377
1668,349273.9256398606
1669,253709.098742533
1670,317431.72918792686
1671,266102.60008985054
1672,426123.74994630326
1673,286784.6485966068
1674,223748.77869514844
1675,203545.51182719797
1676,201795.6470810165
1677,233493.22294627104
1678,437425.1578236665
1679,379526.3448078806
1680,275519.0476992512
1681,228435.77123631758
1682,335664.1037039482
1683,180066.2429709451
1684,177313.83105905345
1685,176724.26359974893
1686,169743.89421764764
1687,168290.5026816607
1688,181516.37237647164
1689,185622.46959586683
1690,203246.1560023082
1691,187075.91822001975
1692,237434.7456033716
1693,167009.31127077204
1694,178666.96876903696
1695,155287.23517703687
1696,242988.9074664133
1697,149327.2093102718
1698,348007.9893410552
1699,292099.4600439825
1700,226117.44912449058
1701,249509.20005430398
1702,224415.06620454637
1703,223516.69709182484
1704,275237.54440171516
1705,228185.04221634063
1706,411484.63768962753
1707,186121.68226771537
1708,186603.22932147945
1709,248971.94942294466
1710,207393.08432344944
1711,258866.15500430923
1712,221490.8655169921
1713,257523.5447191647
1714,189998.24785541304
1715,184940.7293546214
1716,151271.11508262582
1717,151044.93779860408
1718,113353.81117038817
1719,179356.0870994593
1720,225829.9547060673
1721,156400.41179129475
1722,114889.01033531429
1723,158618.84122295474
1724,188878.31438072544
1725,217421.15518381703
1726,158414.12770192375
1727,145009.11383482977
1728,169167.18324604828
1729,142564.85760406606
1730,170928.8656205416
1731,125644.41196605915
1732,130929.53636391766
1733,117267.82585970864
1734,121517.5571093884
1735,120139.81976214431
1736,107078.96578393914
1737,251886.94018432006
1738,195410.74716921922
1739,226953.176130441
1740,226647.52426284747
1741,196257.80593502938
1742,154640.8771659695
1743,168518.41885549793
1744,220552.29814290855
1745,170570.0551515958
1746,175424.45717386468
1747,203441.6077607525
1748,185347.28071066923
1749,157687.97462888862
1750,133937.57718768652
1751,218361.70793145258
1752,112053.64855863048
1753,144460.22421801084
1754,201756.58300796538
1755,191310.3385310111
1756,117454.912076684
1757,105524.25433817283
1758,155960.98023797653
1759,172019.8784673499
1760,149632.2497326734
1761,162306.3624811194
1762,134060.95817095408
1763,167021.14974416312
1764,112960.24291100126
1765,152504.34700079964
1766,172579.78542465865
1767,195431.63541434144
1768,138085.98912276266
1769,150072.9599441697
1770,137869.93432137943
1771,117498.03823742444
1772,130532.82600729913
1773,134990.44706411078
1774,186637.2074245056
1775,124491.90242532217
1776,109016.6679781069
1777,105170.15676846374
1778,128558.092200348
1779,128650.8456723534
1780,146021.99593530002
1781,110879.31153181281
1782,91922.59515500971
1783,134233.5157176676
1784,92227.88219730592
1785,106587.61110029339
1786,124143.06283431899
1787,134092.1648640317
1788,81887.01996687689
1789,104286.69614331942
1790,93400.32210184177
1791,229181.58503872209
1792,130221.78369878905
1793,152539.9252026106
1794,135837.30157740443
1795,121271.95176802369
1796,125965.70348342857
1797,125997.1657250862
1798,106530.2713981203
1799,98110.54751612048
1800,129871.67485090236
1801,116109.98482092483
1802,116099.23701486277
1803,139289.2933654635
1804,141048.5924872642
1805,148378.45263669314
1806,91916.76119330466
1807,160548.31529943275
1808,110029.64076893432
1809,105332.61840341517
1810,116386.33942670723
1811,115619.14489003592
1812,95308.58542845998
1813,97263.39912740675
1814,87499.49154569929
1815,73261.44288502331
1816,92275.56217404443
1817,131351.35592699083
1818,126363.16739719265
1819,112272.71381466405
1820,101284.66006836548
1821,97446.22880292988
1822,120953.69179897226
1823,81566.22458369979
1824,112845.26537363869
1825,123675.21143511782
1826,99499.3909067282
1827,88145.46751500804
1828,111984.96276262306
1829,144877.86354714754
1830,120786.98547940393
1831,128381.1457533116
1832,137446.03679564878
1833,130447.05902785163
1834,103912.78891944878
1835,132523.372914951
1836,92521.12545044784
1837,101560.78840779822
1838,101410.0052859753
1839,86942.23989263811
1840,161802.02863582285
1841,153542.9089682562
1842,108938.47363153004
1843,151306.51573214325
1844,145799.47902168383
1845,149678.79510291453
1846,167782.59810907958
1847,175221.06993923624
1848,83128.86237859893
1849,128845.71250916112
1850,116142.3901464173
1851,130988.99910981162
